t,strain,damage,stress,temperature
66.0,-1.4578266478128706e-22,-5.517112889438144e-47,186.13139491279992,877.3926941900974
67.0,7.064726113437966e-23,-1.0517372287417883e-47,186.13139491279992,877.3926941900974
68.0,6.534665425527461e-22,-2.7072276580492522e-46,186.13139491279992,877.3926941900974
69.0,-3.340442196372293e-22,2.5679160881621634e-46,186.13139491279992,877.3926941900974
70.0,9.332983764163205e-22,4.262471091249679e-47,186.13139491279992,877.3926941900974
71.0,6.293515366149021e-22,2.0369031938992767e-47,186.13139491279992,877.3926941900974
72.0,-1.3996580171769497e-22,5.291924516827097e-47,186.13139491279992,877.3926941900974
73.0,1.3108565976813648e-22,-2.1767060393729883e-46,186.13139491279992,877.3926941900974
74.0,5.915848167453299e-22,5.287976431994058e-47,186.13139491279992,877.3926941900974
75.0,7.704835380853839e-22,1.086929739917214e-46,186.13139491279992,877.3926941900974
76.0,-3.049343768443831e-22,5.316188037682971e-47,186.13139491279992,877.3926941900974
77.0,-2.3198870113664145e-23,3.4684035063485806e-46,186.13139491279992,877.3926941900974
78.0,2.401270495252784e-22,-3.170311696076957e-46,186.13139491279992,877.3926941900974
79.0,1.2975670476532914e-22,3.4900059646989596e-46,186.13139491279992,877.3926941900974
80.0,7.077815961974455e-22,-2.699443434686749e-47,186.13139491279992,877.3926941900974
81.0,6.39340982345269e-23,8.097879022388473e-47,186.13139491279992,877.3926941900974
82.0,-5.664981311347863e-23,-3.3637056371765813e-46,186.13139491279992,877.3926941900974
83.0,7.276690078040698e-22,-7.369604238737778e-47,186.13139491279992,877.3926941900974
84.0,1.157948806790328e-21,4.1547768367449497e-47,186.13139491279992,877.3926941900974
85.0,3.2171014785468752e-22,5.516556582406229e-47,186.13139491279992,877.3926941900974
86.0,3.867367933819833e-22,-4.0114296398720304e-47,186.13139491279992,877.3926941900974
87.0,3.39979632078075e-22,1.5255864184095232e-46,186.13139491279992,877.3926941900974
88.0,7.723925647037806e-22,8.975710684841708e-47,186.13139491279992,877.3926941900974
89.0,8.61124699374122e-22,1.6595877621964908e-46,186.13139491279992,877.3926941900974
90.0,7.163352342204767e-22,-2.737271265777828e-46,186.13139491279992,877.3926941900974
91.0,4.611675423378096e-22,-2.7390954822175963e-46,186.13139491279992,877.3926941900974
92.0,3.6496490914102804e-22,1.4693843403412503e-46,186.13139491279992,877.3926941900974
93.0,2.0558550650391986e-22,-8.123155072097529e-47,186.13139491279992,877.3926941900974
94.0,1.2792127923406432e-21,5.700395926393033e-47,186.13139491279992,877.3926941900974
95.0,1.103513451477654e-21,-1.6787882770062716e-46,186.13139491279992,877.3926941900974
96.0,8.306641552727796e-22,-1.2795054915185613e-46,186.13139491279992,877.3926941900974
97.0,1.1590940924609914e-21,2.479877816208819e-46,186.13139491279992,877.3926941900974
98.0,7.375682463343979e-22,1.6686549732868032e-46,186.13139491279992,877.3926941900974
99.0,-5.425625437791978e-23,1.0956091652338587e-47,186.13139491279992,877.3926941900974
100.0,4.922286580318342e-22,-1.3933109147059718e-46,186.13139491279992,877.3926941900974
101.0,6.666232485818031e-22,-2.807884650488638e-46,186.13139491279992,877.3926941900974
102.0,6.693641377392506e-22,1.4016337523091462e-46,186.13139491279992,877.3926941900974
103.0,7.196059434913212e-22,-1.4415319683214892e-46,186.13139491279992,877.3926941900974
104.0,2.8202114536081125e-22,-3.0445184694524974e-46,186.13139491279992,877.3926941900974
105.0,1.2585697746889715e-21,4.9156135800208495e-47,186.13139491279992,877.3926941900974
106.0,3.544581732497594e-22,-9.44125575320294e-47,186.13139491279992,877.3926941900974
107.0,-1.1382705799804718e-22,-5.530100389955895e-48,186.13139491279992,877.3926941900974
108.0,1.202116756967942e-21,-2.954997483991913e-46,186.13139491279992,877.3926941900974
109.0,2.253762989410032e-22,-2.237433744729815e-46,186.13139491279992,877.3926941900974
110.0,8.066724272182351e-22,4.0671181396767826e-47,186.13139491279992,877.3926941900974
111.0,3.0963945483164935e-22,1.4532740415765939e-46,186.13139491279992,877.3926941900974
112.0,5.960966528793433e-23,1.6778084001870366e-46,186.13139491279992,877.3926941900974
113.0,3.275195068681287e-22,-3.8354082531199685e-46,186.13139491279992,877.3926941900974
114.0,1.5205088995523792e-21,1.0378836475025557e-47,186.13139491279992,877.3926941900974
115.0,1.0566637035572913e-21,5.491140981429582e-47,186.13139491279992,877.3926941900974
116.0,1.0860014448924244e-21,-2.545867290918885e-46,186.13139491279992,877.3926941900974
117.0,9.659940404986074e-22,6.952673848551053e-47,186.13139491279992,877.3926941900974
118.0,3.1096601847355795e-22,-2.5385922301264384e-46,186.13139491279992,877.3926941900974
119.0,6.393694578758007e-22,2.2400766751847264e-46,186.13139491279992,877.3926941900974
120.0,8.65394605928258e-22,9.34638385239235e-47,186.13139491279992,877.3926941900974
121.0,9.29107018815132e-22,1.2225983463916674e-46,186.13139491279992,877.3926941900974
122.0,6.53021408722273e-22,3.831915245953045e-46,186.13139491279992,877.3926941900974
123.0,1.0904017495490709e-21,5.630571692102413e-47,186.13139491279992,877.3926941900974
124.0,3.0885684470948707e-22,1.061789315368005e-47,186.13139491279992,877.3926941900974
125.0,7.137914510390678e-22,-8.514617290841751e-47,186.13139491279992,877.3926941900974
126.0,9.053142120982221e-22,1.3203752247591056e-49,186.13139491279992,877.3926941900974
127.0,7.402408162905908e-22,1.6652539170370232e-46,186.13139491279992,877.3926941900974
128.0,1.1133947233560231e-21,-9.75066333162991e-47,186.13139491279992,877.3926941900974
129.0,1.2214031048195222e-21,-1.1776195410438992e-47,186.13139491279992,877.3926941900974
130.0,4.639716606155357e-22,1.711225931092049e-46,186.13139491279992,877.3926941900974
131.0,1.5036116878895803e-22,1.539256115404837e-46,186.13139491279992,877.3926941900974
132.0,7.868730572287823e-22,-4.179921180802407e-46,186.13139491279992,877.3926941900974
133.0,1.251286197033187e-21,2.369076859861816e-46,186.13139491279992,877.3926941900974
134.0,1.1418639263436013e-21,-6.258000650629215e-47,186.13139491279992,877.3926941900974
135.0,8.128342294003579e-22,2.2433159943392502e-46,186.13139491279992,877.3926941900974
136.0,7.852836408043665e-22,-1.2904928878086357e-46,186.13139491279992,877.3926941900974
137.0,1.0145840878605057e-21,1.326135531450119e-46,186.13139491279992,877.3926941900974
138.0,9.242145381109121e-22,-1.0357131007873191e-46,186.13139491279992,877.3926941900974
139.0,2.216752816065389e-22,-3.993790942567982e-46,186.13139491279992,877.3926941900974
140.0,1.0596901565281678e-21,-1.7306533873197287e-46,186.13139491279992,877.3926941900974
141.0,9.460721857421145e-22,-1.7009430750445644e-46,186.13139491279992,877.3926941900974
142.0,1.1185725298919097e-21,-1.4074022157092602e-46,186.13139491279992,877.3926941900974
143.0,7.695277382307865e-22,7.839200926296452e-48,186.13139491279992,877.3926941900974
144.0,8.507838487561524e-22,-4.766327142435942e-47,186.13139491279992,877.3926941900974
145.0,5.55837059079674e-22,2.4916669540031423e-46,186.13139491279992,877.3926941900974
146.0,1.4278431953544286e-21,5.55982654843899e-47,186.13139491279992,877.3926941900974
147.0,4.445615404357885e-22,-3.4993380837749285e-46,186.13139491279992,877.3926941900974
148.0,1.0350847452647678e-21,-2.46462850009933e-48,186.13139491279992,877.3926941900974
149.0,7.938335371983837e-22,3.568657339605324e-47,186.13139491279992,877.3926941900974
150.0,6.877881422649912e-22,-1.4001181193181775e-46,186.13139491279992,877.3926941900974
151.0,8.356628694891028e-22,4.560720737007846e-46,186.13139491279992,877.3926941900974
152.0,1.2503156015261941e-21,8.466737039330781e-47,186.13139491279992,877.3926941900974
153.0,1.3756798533135183e-21,1.4817502162643732e-46,186.13139491279992,877.3926941900974
154.0,9.59247918517415e-22,3.627080634487513e-47,186.13139491279992,877.3926941900974
155.0,9.675980801169629e-22,2.3479824012562365e-46,186.13139491279992,877.3926941900974
156.0,4.542872456032433e-22,2.0247917210396985e-48,186.13139491279992,877.3926941900974
157.0,1.059870182903944e-21,-5.353332393570669e-47,186.13139491279992,877.3926941900974
158.0,5.276743240172611e-22,2.7329440371841675e-47,186.13139491279992,877.3926941900974
159.0,8.18253488190743e-22,-2.359715114769323e-46,186.13139491279992,877.3926941900974
160.0,8.409488978472322e-22,-3.861858574018295e-46,186.13139491279992,877.3926941900974
161.0,9.46037532822437e-22,1.6580794757509972e-46,186.13139491279992,877.3926941900974
162.0,7.181218013979724e-22,3.113785848233065e-46,186.13139491279992,877.3926941900974
163.0,7.212292033251436e-22,3.787162865181718e-46,186.13139491279992,877.3926941900974
164.0,6.93445432372637e-22,6.42479235042234e-47,186.13139491279992,877.3926941900974
165.0,3.2874181980568556e-22,-8.096701076749668e-47,186.13139491279992,877.3926941900974
166.0,9.481427024933185e-22,-1.9383559717459176e-46,186.13139491279992,877.3926941900974
167.0,1.3348278204607619e-21,-8.550940789861328e-47,186.13139491279992,877.3926941900974
168.0,7.49086311173137e-22,4.95372153448613e-46,186.13139491279992,877.3926941900974
169.0,6.728419803103238e-22,4.6662177653981545e-46,186.13139491279992,877.3926941900974
170.0,1.168166556708076e-21,-1.670289721086386e-47,186.13139491279992,877.3926941900974
171.0,9.02299120737115e-22,-2.3398825252935226e-46,186.13139491279992,877.3926941900974
172.0,1.0751785290317607e-21,-3.7677645674609496e-47,186.13139491279992,877.3926941900974
173.0,9.20199175668864e-22,-1.617091152933542e-46,186.13139491279992,877.3926941900974
174.0,1.2041476334249114e-21,-1.0348941182170365e-46,186.13139491279992,877.3926941900974
175.0,1.428750725397483e-21,-2.8919925676905085e-46,186.13139491279992,877.3926941900974
176.0,6.70393359097316e-22,4.16692403758296e-46,186.13139491279992,877.3926941900974
177.0,8.17424071843484e-22,2.4727995163337915e-48,186.13139491279992,877.3926941900974
178.0,9.162580025721874e-22,2.2187993331105743e-46,186.13139491279992,877.3926941900974
179.0,7.773134666236713e-22,1.7088611943300424e-46,186.13139491279992,877.3926941900974
180.0,-1.1085682365831546e-22,1.7392044099020429e-46,186.13139491279992,877.3926941900974
181.0,1.5929134920210913e-21,-2.34808419672156e-47,186.13139491279992,877.3926941900974
182.0,8.367876516090176e-22,3.839728301656795e-47,186.13139491279992,877.3926941900974
183.0,1.085484591838902e-21,1.7539740188105288e-46,186.13139491279992,877.3926941900974
184.0,1.1243339502905451e-21,-3.341882505732175e-46,186.13139491279992,877.3926941900974
185.0,7.673457099929199e-22,1.4210910261651726e-46,186.13139491279992,877.3926941900974
186.0,1.2687153596332262e-21,1.3423526627892608e-47,186.13139491279992,877.3926941900974
187.0,3.856273149867825e-22,4.614170036834641e-47,186.13139491279992,877.3926941900974
188.0,7.37758703343353e-22,5.07007898990739e-47,186.13139491279992,877.3926941900974
189.0,8.297181970910281e-22,-3.057942534312938e-47,186.13139491279992,877.3926941900974
190.0,1.0011982849954724e-21,1.142428790402823e-46,186.13139491279992,877.3926941900974
191.0,6.162962902860072e-22,-1.0157041313213994e-46,186.13139491279992,877.3926941900974
192.0,8.146233511778538e-22,7.315656987679312e-47,186.13139491279992,877.3926941900974
193.0,1.960971894552504e-21,1.1003658480979306e-46,186.13139491279992,877.3926941900974
194.0,9.456287848063655e-22,1.784426450921191e-46,186.13139491279992,877.3926941900974
195.0,1.702550006023682e-21,4.659752906917344e-47,186.13139491279992,877.3926941900974
196.0,7.234020807661029e-22,3.484397824486491e-46,186.13139491279992,877.3926941900974
197.0,8.292424624281259e-22,2.331045025974521e-46,186.13139491279992,877.3926941900974
198.0,1.3258834507571997e-21,1.926183920578383e-46,186.13139491279992,877.3926941900974
199.0,9.073449569755733e-22,1.6396632322881289e-46,186.13139491279992,877.3926941900974
200.0,1.1391255399437476e-21,-2.2677345127734795e-46,186.13139491279992,877.3926941900974
201.0,1.728689051772095e-21,2.5191109855126953e-46,186.13139491279992,877.3926941900974
202.0,7.250912743511429e-22,2.7841220177275294e-46,186.13139491279992,877.3926941900974
203.0,1.013874092592648e-21,1.6695601298901008e-46,186.13139491279992,877.3926941900974
204.0,9.711942313822222e-22,3.243141063632048e-46,186.13139491279992,877.3926941900974
205.0,1.4714723361577304e-21,-7.372615509228546e-47,186.13139491279992,877.3926941900974
206.0,1.1171693747058173e-21,-1.720926787579736e-46,186.13139491279992,877.3926941900974
207.0,1.2256352697925768e-21,-2.1898879048158843e-46,186.13139491279992,877.3926941900974
208.0,1.3778488944149672e-21,-7.71190581291887e-47,186.13139491279992,877.3926941900974
209.0,1.3322495699830654e-21,-2.818804318868138e-47,186.13139491279992,877.3926941900974
210.0,9.421576693181774e-22,-2.6416396683415146e-46,186.13139491279992,877.3926941900974
211.0,7.243835565545817e-22,4.013775529326117e-46,186.13139491279992,877.3926941900974
212.0,1.3258277973119632e-21,3.720190608795451e-46,186.13139491279992,877.3926941900974
213.0,9.947286622130987e-22,6.387962371398669e-47,186.13139491279992,877.3926941900974
214.0,1.782789375564723e-21,8.363245758937349e-48,186.13139491279992,877.3926941900974
215.0,1.0474896364972658e-21,3.490545251144332e-47,186.13139491279992,877.3926941900974
216.0,1.2147166607340965e-21,1.2875315458035496e-46,186.13139491279992,877.3926941900974
217.0,1.6209761584270685e-21,1.985065150756788e-46,186.13139491279992,877.3926941900974
218.0,1.1316412397155345e-21,2.8134765787229483e-47,186.13139491279992,877.3926941900974
219.0,1.3349488350065052e-21,-9.77885471712378e-47,186.13139491279992,877.3926941900974
220.0,8.167005390290249e-22,2.0475647297825235e-46,186.13139491279992,877.3926941900974
221.0,8.685541563360777e-22,1.7026169938859245e-46,186.13139491279992,877.3926941900974
222.0,1.2014738841419309e-21,-2.4726241580528544e-46,186.13139491279992,877.3926941900974
223.0,1.1782678223919585e-21,-8.632239194583014e-47,186.13139491279992,877.3926941900974
224.0,1.1815897125742012e-21,-8.410268515236372e-47,186.13139491279992,877.3926941900974
225.0,1.9716254833830007e-21,2.7778778604094603e-47,186.13139491279992,877.3926941900974
226.0,9.1393928096472e-22,2.068439344542093e-46,186.13139491279992,877.3926941900974
227.0,1.4161179320087244e-21,1.114213400122618e-46,186.13139491279992,877.3926941900974
228.0,1.194809713430018e-21,1.2847228627175863e-46,186.13139491279992,877.3926941900974
229.0,1.9209933936824602e-21,4.478325049576693e-46,186.13139491279992,877.3926941900974
230.0,9.599297090559356e-22,-1.3611635364982182e-46,186.13139491279992,877.3926941900974
231.0,8.288786709507787e-22,4.2054044699915815e-47,186.13139491279992,877.3926941900974
232.0,6.314565464660483e-22,1.2386638918123562e-46,186.13139491279992,877.3926941900974
233.0,1.5781290058729846e-21,3.3591802974213267e-46,186.13139491279992,877.3926941900974
234.0,1.1527446395913407e-21,2.77809357202408e-46,186.13139491279992,877.3926941900974
235.0,9.31959398565516e-22,-1.478455024683997e-46,186.13139491279992,877.3926941900974
236.0,1.4549722493961261e-21,1.4511732848506345e-46,186.13139491279992,877.3926941900974
237.0,7.948511692262552e-22,-1.3426851662239012e-46,186.13139491279992,877.3926941900974
238.0,1.1185673447121114e-21,3.592407685175221e-46,186.13139491279992,877.3926941900974
239.0,1.5039346136942398e-21,3.675514766911961e-46,186.13139491279992,877.3926941900974
240.0,1.3168958154240536e-21,2.8497862469805708e-46,186.13139491279992,877.3926941900974
241.0,1.9146992823111013e-21,2.2810674074592236e-47,186.13139491279992,877.3926941900974
242.0,1.2449035394594363e-21,-1.4925399109933904e-47,186.13139491279992,877.3926941900974
243.0,7.151813795950251e-22,1.868290128211647e-46,186.13139491279992,877.3926941900974
244.0,1.0211998548272864e-21,-1.4866163506619969e-46,186.13139491279992,877.3926941900974
245.0,1.7591709168324342e-21,-2.190870380854197e-46,186.13139491279992,877.3926941900974
246.0,1.6132158133087686e-21,-8.206035698790591e-47,186.13139491279992,877.3926941900974
247.0,1.678688195201034e-21,-1.8246183769834332e-46,186.13139491279992,877.3926941900974
248.0,1.5843867669777077e-21,6.102249481126001e-47,186.13139491279992,877.3926941900974
249.0,1.100472534105182e-21,-1.1240095457189537e-46,186.13139491279992,877.3926941900974
250.0,1.5209986595860697e-21,2.025224838864309e-46,186.13139491279992,877.3926941900974
251.0,1.701329533418044e-21,2.069878197911246e-46,186.13139491279992,877.3926941900974
252.0,1.7304927241615708e-21,-6.651969084184529e-47,186.13139491279992,877.3926941900974
253.0,2.153955331255828e-21,2.1007954697783494e-46,186.13139491279992,877.3926941900974
254.0,3.6955403289401185e-22,1.9528144377278587e-46,186.13139491279992,877.3926941900974
255.0,1.4253430697203514e-21,4.888668686206317e-47,186.13139491279992,877.3926941900974
256.0,1.3170332355088251e-21,-7.569474433772502e-48,186.13139491279992,877.3926941900974
257.0,1.2603540985971653e-21,3.905025453761999e-46,186.13139491279992,877.3926941900974
258.0,1.3287497442581713e-21,5.771141074869083e-46,186.13139491279992,877.3926941900974
259.0,1.3605119861186051e-21,1.4840050445283123e-46,186.13139491279992,877.3926941900974
260.0,1.3749901892856294e-21,-1.3607621972594189e-46,186.13139491279992,877.3926941900974
261.0,1.1788254341815318e-21,5.13146222723443e-46,186.13139491279992,877.3926941900974
262.0,2.0584862847691866e-21,2.666653964903409e-46,186.13139491279992,877.3926941900974
263.0,1.0768086113857358e-21,7.385263241316711e-47,186.13139491279992,877.3926941900974
264.0,1.633182410061906e-21,1.661148054311271e-46,186.13139491279992,877.3926941900974
265.0,1.2261236038660054e-21,-6.2871127349150845e-46,186.13139491279992,877.3926941900974
266.0,1.741348107948767e-21,2.050405558058288e-46,186.13139491279992,877.3926941900974
267.0,1.5118724975899274e-21,3.9884536994932234e-46,186.13139491279992,877.3926941900974
268.0,1.8354183484660444e-21,-7.409646422309524e-47,186.13139491279992,877.3926941900974
269.0,2.294554661898871e-21,-1.8473895919081933e-46,186.13139491279992,877.3926941900974
270.0,7.193400276112454e-22,4.999156304257249e-47,186.13139491279992,877.3926941900974
271.0,1.2230323162957674e-21,1.1343375684390668e-46,186.13139491279992,877.3926941900974
272.0,1.7226403260865663e-21,3.563418427011843e-46,186.13139491279992,877.3926941900974
273.0,1.2750870176287622e-21,1.7749328432716816e-46,186.13139491279992,877.3926941900974
274.0,1.858435980230984e-21,1.3811256059827187e-46,186.13139491279992,877.3926941900974
275.0,1.6214339393942275e-21,3.124138342604472e-46,186.13139491279992,877.3926941900974
276.0,1.4533101221574167e-21,1.6801783914320397e-46,186.13139491279992,877.3926941900974
277.0,1.1779718459399581e-21,2.0341898018600812e-46,186.13139491279992,877.3926941900974
278.0,1.8658288086969135e-21,2.9263495170887584e-46,186.13139491279992,877.3926941900974
279.0,1.847700297193181e-21,2.9449622307609824e-46,186.13139491279992,877.3926941900974
280.0,1.9507851213662415e-21,1.4734588744231153e-46,186.13139491279992,877.3926941900974
281.0,1.3671889419558875e-21,1.4932041420710055e-46,186.13139491279992,877.3926941900974
282.0,1.5652349946960333e-21,6.892828505251168e-46,186.13139491279992,877.3926941900974
283.0,1.3209913876292157e-21,3.663252965862779e-46,186.13139491279992,877.3926941900974
284.0,2.2168591140190115e-21,1.3689411713581508e-46,186.13139491279992,877.3926941900974
285.0,1.528075516996556e-21,3.68581054645986e-46,186.13139491279992,877.3926941900974
286.0,2.1279230539516514e-21,6.023312434102307e-48,186.13139491279992,877.3926941900974
287.0,1.8184809488915184e-21,9.586941167924664e-47,186.13139491279992,877.3926941900974
288.0,2.0228307678009e-21,7.348405098865338e-47,186.13139491279992,877.3926941900974
289.0,1.1333240568301396e-21,4.476900467823803e-46,186.13139491279992,877.3926941900974
290.0,1.7240860633081155e-21,1.9511234683717817e-46,186.13139491279992,877.3926941900974
291.0,2.070338104418168e-21,4.254430467368584e-47,186.13139491279992,877.3926941900974
292.0,1.0996631950549683e-21,1.1667817796372077e-46,186.13139491279992,877.3926941900974
293.0,1.5169987904941269e-21,8.593253309781599e-47,186.13139491279992,877.3926941900974
294.0,1.908791704364193e-21,-2.9275978373710616e-47,186.13139491279992,877.3926941900974
295.0,1.4366426576201462e-21,1.595879231907199e-46,186.13139491279992,877.3926941900974
296.0,1.545065378215668e-21,4.3428957140531745e-47,186.13139491279992,877.3926941900974
297.0,1.7220698281042806e-21,4.1860704329915864e-47,186.13139491279992,877.3926941900974
298.0,1.460025965886362e-21,1.206190171102057e-47,186.13139491279992,877.3926941900974
299.0,1.2359905501562212e-21,-1.0909468037661645e-46,186.13139491279992,877.3926941900974
300.0,1.621263526929862e-21,2.097577492951257e-46,186.13139491279992,877.3926941900974
301.0,1.617163372282626e-21,4.353040201183747e-46,186.13139491279992,877.3926941900974
302.0,1.2660480465261814e-21,-2.8436637199725635e-47,186.13139491279992,877.3926941900974
303.0,1.2952682993177185e-21,2.2903986167610725e-46,186.13139491279992,877.3926941900974
304.0,1.685838799984685e-21,8.236273174199762e-47,186.13139491279992,877.3926941900974
305.0,1.653547620093593e-21,2.0205745115227072e-46,186.13139491279992,877.3926941900974
306.0,1.1972938256314426e-21,2.5968591599589355e-46,186.13139491279992,877.3926941900974
307.0,2.229221073813082e-21,2.9973384412982584e-46,186.13139491279992,877.3926941900974
308.0,1.548668333538856e-21,6.727027061176003e-47,186.13139491279992,877.3926941900974
309.0,1.9241542948735196e-21,2.5218037222671557e-46,186.13139491279992,877.3926941900974
310.0,1.9570602100783627e-21,2.365969254059654e-46,186.13139491279992,877.3926941900974
311.0,1.6927707046294975e-21,4.2560729985603036e-47,186.13139491279992,877.3926941900974
312.0,1.9525321413814652e-21,-1.8782214525027875e-47,186.13139491279992,877.3926941900974
313.0,1.7145623057862973e-21,-1.8877612558834522e-47,186.13139491279992,877.3926941900974
314.0,1.6031164406762705e-21,5.575859542492004e-46,186.13139491279992,877.3926941900974
315.0,1.137715106793948e-21,5.920974023710623e-46,186.13139491279992,877.3926941900974
316.0,2.1784447165826606e-21,1.9742477488873754e-46,186.13139491279992,877.3926941900974
317.0,2.4867460225235292e-21,4.460280186260274e-47,186.13139491279992,877.3926941900974
318.0,2.4938517220780572e-21,4.693302480317315e-47,186.13139491279992,877.3926941900974
319.0,2.524217667974397e-21,2.4548032211546556e-46,186.13139491279992,877.3926941900974
320.0,1.848787900913335e-21,3.3669059297886217e-46,186.13139491279992,877.3926941900974
321.0,2.152577376516824e-21,-1.0620002408085341e-46,186.13139491279992,877.3926941900974
